Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.1.3.1.2.1,pro,about half of all israelis support in principle the idea of land swaps to retain israeli control over territory with major settlements,"[0, 2, 9, 3, 0]", ,5,palestine,14,2.1,the problem could be mitigated by land swaps through which israel keeps territory with major settlements,0.0,con,0,0
1.1.3.1.2.2.1.1,con,the israeli west bank barrier is illegal under international law built on palestinian territory and an arbitrarily defined border there is no reason why this barrier should be used as the border to decide land swaps,"[0, 2, 6, 5, 1]", 9,7,palestine,14,2.4,almost 80 of settlers live within the israeli west bank barrier which could be used as a line to mark areas for land swaps,0.0,pro,0,0
1.1.3.1.2.2.1.2,con,it is unlikely that palestinians would be willing to accept this barrier which they oftentimes refer to as an apartheid wall as a permanent border,"[0, 1, 4, 9, 0]", 1,7,palestine,14,2.6,almost 80 of settlers live within the israeli west bank barrier which could be used as a line to mark areas for land swaps,0.0,pro,0,0
1.1.3.1.2.2.2,pro,in order to reduce the amount of territory annexed by israel other options would exchange a mere 3 7 of palestinian territory and still be able to bring almost 70 of settlers onto israeli territory,"[0, 0, 12, 2, 0]", ,6,palestine,14,2.1,independent proposals based on the situation in 2011 estimate that swaps involving merely 5 of palestinian territory and no dislocation of palestinians could bring about 80 of settlers onto israeli territory p 11,0.0,pro,0,0
1.1.3.1.2.2.3.2,con,a number of independent plans for land swaps have been proposed under which no palestinian villages would be annexed and no palestinians displaced,"[0, 3, 9, 2, 0]", ,7,palestine,14,1.9,land swaps will mean some palestinians will either end up living in israel where they are likely to face discrimination or they will be forced to relocate which is unfair towards them,0.0,con,0,0
1.1.3.1.2.2.4,con,there has been considerable expansion of settlements since 2011 and more constructions of settlements promised by the current government this renders plans based on the situation in 2011 irrelevant,"[0, 1, 6, 7, 0]", ,6,palestine,14,2.4,independent proposals based on the situation in 2011 estimate that swaps involving merely 5 of palestinian territory and no dislocation of palestinians could bring about 80 of settlers onto israeli territory p 11,0.0,pro,0,0
1.1.3.1.2.3,con,the sheer number of settlements as well as the distribution throughout almost the entirety of the west bank would make this an incredibly difficult task,"[0, 0, 7, 7, 0]", ,5,palestine,14,2.5,the problem could be mitigated by land swaps through which israel keeps territory with major settlements,0.0,con,1,0
1.1.3.1.2.3.1,pro,in gaza only about 8 500 jewish settlers had to be relocated in contrast the number of settlers in west bank who would need to be relocated is about 50 times greater,"[0, 0, 4, 10, 0]", 2,6,palestine,14,2.7,the sheer number of settlements as well as the distribution throughout almost the entirety of the west bank would make this an incredibly difficult task,2.5,con,0,0
1.1.3.1.2.4,con,land swaps are simply a negotiating tactic used by israelis to legitimise the ongoing expansion of settlements,"[0, 4, 8, 2, 0]", ,5,palestine,14,1.9,the problem could be mitigated by land swaps through which israel keeps territory with major settlements,0.0,con,0,0
1.1.3.1.2.5,con,the only land swap map put forward by israel so far prejudices palestinian contiguity water aquifers and the viability of palestine mutually agreeable land swaps are likely to be impossible,"[0, 2, 8, 4, 0]", ,5,palestine,14,2.1,the problem could be mitigated by land swaps through which israel keeps territory with major settlements,0.0,con,0,0
1.1.3.2.3.1,pro,the israeli government has emphasized in the past and the israeli public has stated in surveys that the preferred method of engaging with the palestinians is through bilateral talks thus the involvement of and pressure from third actors will likely be received negatively,"[0, 5, 8, 1, 0]", 17,5,palestine,14,1.7,recognition of a palestinian state prior to an agreement undermines existing negotiations between the palestinians and israelis this will likely alienate israel from any discussions of a two state solution,0.0,pro,0,1
1.1.3.2.3.1.1,con,recognition does not constitute involvement in the talks thus it is fully compatible with bilateral talks between israel and palestine,"[0, 1, 3, 3, 0]", ,6,palestine,7,2.3,the israeli government has emphasized in the past and the israeli public has stated in surveys that the preferred method of engaging with the palestinians is through bilateral talks thus the involvement of and pressure from third actors will likely be received negatively,1.7,pro,0,0
1.1.3.2.3.2,pro,the right wing establishment in israel is thoroughly opposed to the creation of a palestinian state unilateral action by the us will likely push it further away,"[0, 1, 7, 6, 0]", ,5,palestine,14,2.4,recognition of a palestinian state prior to an agreement undermines existing negotiations between the palestinians and israelis this will likely alienate israel from any discussions of a two state solution,0.0,pro,0,0
1.1.3.2.3.3.1,pro,recognition would constitute a big step towards increasing palestine s chances to become an independent state israel does not want this to happen and would want to prevent this while it s still possible,"[0, 0, 4, 10, 0]", 35,6,palestine,14,2.7,if the us recognises the palestinian state israel could be provoked to act aggressively against palestine which could result in worsened conditions for palestinians,0.0,pro,1,0
1.1.3.2.3.3.1.2,pro,recognition of palestine has prompted retaliation from israel in the past,"[0, 0, 2, 10, 2]", 2,7,palestine,14,3.0,recognition would constitute a big step towards increasing palestine s chances to become an independent state israel does not want this to happen and would want to prevent this while it s still possible,2.7,pro,2,0
1.1.3.2.3.3.1.2.1,pro,israel suspended a payment of 127 million due to the palestinian authorities as a response to palestine s accession to the icc a day after the statute was signed,"[0, 0, 2, 10, 2]", ,8,palestine,14,3.0,recognition of palestine has prompted retaliation from israel in the past,3.0,pro,0,0
1.1.3.2.3.3.1.2.2,pro,in response to the un s recognition of palestine israel confiscated 75 million that it was supposed to pay palestine and announced that it would build 3000 new settlers home in areas that the palestinians had earmarked as part of a future state,"[0, 0, 1, 10, 3]", 2,8,palestine,14,3.1,recognition of palestine has prompted retaliation from israel in the past,3.0,pro,0,0
1.1.3.2.3.3.2,con,palestine does not pose a military threat to israel so the need for aggressive action is minimal if not non existent,"[0, 11, 1, 2, 0]", 13,6,palestine,14,1.4,if the us recognises the palestinian state israel could be provoked to act aggressively against palestine which could result in worsened conditions for palestinians,0.0,pro,0,1
1.1.3.2.3.3.2.2.1,pro,in one study more than one third of israelis reported prior exposure to terrorism and about half had a relative who had previously been exposed to terrorist attacks such experiences may account for self reported fear of terrorism among israeli participants particularly when compared to swedish participants,"[0, 1, 5, 8, 0]", 9,8,palestine,14,2.5,while palestine does not possess the military capacity to destroy israel the threat of terrorist attacks and mortar fire from groups such as hamas still exists,0.0,con,0,0
