;Level;Stance;Claim;Votes
183;1.0;con;People have sex for pleasure and bonding effects more often than for reproduction across all ages.;['1', '1', '1', '0', '2']
184;1.0;con;"Abstinence is only 100% effective if used perfectly. The ""typical use"" effectiveness of abstinence as a contraceptive is not 100%.";['1', '1', '1', '0', '2']
185;1.0;con;Social norms can stop people from being able to avail of contraception.;['0', '1', '1', '0', '0']
186;1.0;pro;Religious women are often taught that use of contraception is deeply immoral.;['0', '1', '1', '0', '0']
187;1.0;con;Contraception is considered immoral by certain religions because it interferes with the conception of a child. Religions who are against contraception are therefore also against abortion because it interferes with the birth of a child.;['0', '1', '1', '0', '2']
188;1.0;pro;Some religious values and beliefs support the view that abortion is immoral.;['0', '1', '1', '0', '2']
189;1.0;pro;The Catholic Church has always strongly condemned abortion.;['1', '0', '2', '0', '1']
190;1.0;pro;Pope Francis described abortion as a 'very grave sin' and a 'horrendous crime'.;['0', '1', '1', '2', '1']
191;1.0;pro;His analogy compared abortion to hiring a hitman to take a life.;['0', '1', '1', '0', '1']
192;1.0;con;Pope Francis's statements made it clear that women who have had abortions would still be considered members of the Catholic Church and that they could be forgiven by priests. This represents a softening of the Catholic Church's position towards abortion. Previously, any individual who performed or had an abortion could be immediately excommunicated from the Catholic Church.;['1', '0', '2', '0', '1']
193;1.0;con;The Catholic Church has always condemned birth control as well. Most people, including Catholics, do not agree with this stance. Therefore, the Catholic Church's moral stance on an issue is generally accepted to fallible.;['1', '0', '2', '0', '2']
194;1.0;con;Catholics do not uniformly oppose abortion. For example, the Catholics for choice group, believe that abortion rights and Catholicism are not incompatible.;['1', '0', '2', '0', '2']
195;1.0;pro;Many Orthodox Jews feel that abortion is wrong, except in cases where it is necessary to save the woman's life.;['1', '0', '3', '0', '1']
196;1.0;con;Historically, abortion has been accepted in Judaism. While many orthodox Jews oppose abortion, many do not oppose it.;['1', '0', '2', '0', '2']
197;1.0;pro;Classical Hindu texts strongly condemn abortion.;['2', '0', '2', '1', '1']
198;1.0;pro;The Bible shows that God felt all human lives should be protected, including those in the womb.;['3', '0', '2', '0', '2']
199;1.0;pro;"In Jeremiah 1:5 it says, ""Before I formed you in the womb, I knew you."" This tells us that the Bible shows that the unborn are priceless, and genuinely meant to live.";['1', '1', '2', '0', '1']
200;1.0;pro;The Bible states that God believes if a man causes injury to a woman who is pregnant, and in turn kills the fetus, then he should give life for life. This indicates that God believes the fetus to be a living being and its killing to be wrong.;['0', '0', '3', '1', '1']
201;1.0;pro;The verse (Exodus 21:22) calls the baby a yeled, or 'child', thus teaching that it is a person.;['0', '0', '0', '1', '0']
202;1.0;con;This is inaccurate. Exodus 21:22 says that if a woman is accidentally injured in a fight and miscarries, the one who injured her has to pay a fee to the husband. The husband decides on the fee. If the woman dies, the normal punishment for murder is applied (eye for an eye etc).;['1', '1', '1', '0', '1']
203;1.0;pro;"Some translations use the term ""mischief"" to describe the woman dying. Other translations specify different punishments based on how far along in development the fetus was.";['0', '0', '1', '0', '0']
204;1.0;con;"In the case where a fine is paid, the baby was not 'miscarried.' In describing what happened the Hebrew words of ""yeled"" and ""yatsa"" translate to ""the child went out"". This plausibly refers to a premature birth rather than a miscarriage.";['0', '0', '1', '0', '0']
205;1.0;pro;"In Psalm 51:5-6 David says, ""Surely I was sinful at birth, sinful from the time my mother conceived me. Yet you desired faithfulness even in the womb; you taught me wisdom in that secret place.""";['0', '0', '1', '0', '0']
206;1.0;pro;When Elizabeth's baby leaps for joy in her womb (Luke 1:41,44) this implies that the baby is a person.;['0', '0', '1', '0', '0']
207;1.0;con;There are numerous examples of God-ordained infanticide, child murder, and the murder of pregnant women in the Old Testament. These include Jeremiah 11:22-23, Psalm 135:8 and 2 Kings 15:16.;['1', '0', '2', '1', '2']
208;1.0;con;Menahem is shown to commit infanticide in 2 Kings 15:15, but 2 Kings 15:18 illustrates the fact that God did not necessarily approve of Menahem's actions.;['0', '0', '1', '1', '0']
209;1.0;con;"Christians have long discarded many outmoded Bible covenants. The Bible states, ""But every woman that prayeth or prophesieth with her head uncovered dishonoureth her head...""(1 Corinthians 11:5). Enforcing this in many countries would would be resisted by many of the same who are pro-life.";['1', '1', '2', '1', '1']
210;1.0;pro;Abortion is generally forbidden in Sikhism on the basis that it interferes with the work of God.;['0', '0', '0', '0', '1']
211;1.0;con;No one can be forced to live according to others' religious beliefs. Any denial of access to abortion based on religion is nothing other than forcing someone's beliefs on to others.;['1', '0', '1', '1', '5']
212;1.0;pro;"In the United States, the First Amendment states that ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof."" Banning abortion on religious grounds is therefore unconstitutional and illegal in the United States.";['1', '0', '2', '0', '2']
213;1.0;pro;Laws are generally based on secular values, not specific religious ones, as the latter can vary from one religion to another.;['0', '0', '2', '0', '0']
214;1.0;pro;The moral stance on abortion differs between religions, and therefore is not universally considered murder.;['1', '1', '1', '0', '2']
215;1.0;pro;In Islam, a fetus is thought to become a living soul only after 120 days of gestation and so abortion is generally seen as permissible until this time.;['1', '0', '2', '0', '1']
